Landmark,Road,Landmark_road,Lat,Lon
Survey,Thika Rd,Survey Thika Rd,-1.25209,36.859675
Survey,Thika Road,Survey Thika Road,-1.25209,36.859675
Survey,Thika Superhighway,Survey Thika Superhighway,-1.25209,36.859675
Survey,Thika Super Highway,Survey Thika Super Highway,-1.25209,36.859675
Survey,Thika Highway,Survey Thika Highway,-1.25209,36.859675
Survey,Thikard,Survey Thikard,-1.25209,36.859675
Syokimau,Mombasa Rd,Syokimau Mombasa Rd,-1.359559,36.907979
Syokimau,Mombasa Road,Syokimau Mombasa Road,-1.359559,36.907979
Syokimau,Msa Rd,Syokimau Msa Rd,-1.359559,36.907979
Syokimau,Msa Road,Syokimau Msa Road,-1.359559,36.907979
Syokimau Railway, ,Syokimau Railway  ,-1.359474,36.907998
T Mall roundabout,Langata Rd,T Mall roundabout Langata Rd,-1.312843,36.815791
T Mall roundabout,Langata Road,T Mall roundabout Langata Road,-1.312843,36.815791
T Mall roundabout,Lang'ata Rd,T Mall roundabout Lang'ata Rd,-1.312843,36.815791
T Mall roundabout,Lang'ata Road,T Mall roundabout Lang'ata Road,-1.312843,36.815791
T Mall Shell,Langata Rd,T Mall Shell Langata Rd,-1.310713,36.817465
T Mall Shell,Langata Road,T Mall Shell Langata Road,-1.310713,36.817465
T Mall Shell,Lang'ata Rd,T Mall Shell Lang'ata Rd,-1.310713,36.817465
T Mall Shell,Lang'ata Road,T Mall Shell Lang'ata Road,-1.310713,36.817465
T2,Airport South Rd,T2 Airport South Rd,-1.339245,36.911133
T2,South Airport Rd,T2 South Airport Rd,-1.339245,36.911133
T2,South Airport Road,T2 South Airport Road,-1.339245,36.911133
T2,Airport South Road,T2 Airport South Road,-1.339245,36.911133
Taj Mall bridge,Airport North Rd,Taj Mall bridge Airport North Rd,-1.323823,36.900008
Taj Mall bridge,North Airport Rd,Taj Mall bridge North Airport Rd,-1.323823,36.900008
Taj Mall bridge,North Airport Road,Taj Mall bridge North Airport Road,-1.323823,36.900008
Taj Mall overpass,Airport North Rd,Taj Mall overpass Airport North Rd,-1.323823,36.900008
Taj Mall overpass,North Airport Rd,Taj Mall overpass North Airport Rd,-1.323823,36.900008
Taj Mall overpass,North Airport Road,Taj Mall overpass North Airport Road,-1.323823,36.900008
Talisman Restaurant,Ngong Rd,Talisman Restaurant Ngong Rd,-1.323031,36.70504
Talisman Restaurant,Ngong Road,Talisman Restaurant Ngong Road,-1.323031,36.70504
Technical University,Haile Selassie,Technical University Haile Selassie,-1.291046,36.823899
Technical University,Haile Sellassie,Technical University Haile Sellassie,-1.291046,36.823899
Temple Lane,Temple Lane,Temple Lane Temple Lane,-1.285114,36.830074
temple limuru road,,temple limuru road ,-1.267757,36.821675
Thara Nithi Bridge, ,Thara Nithi Bridge  ,-0.287231,37.664255
Thika Road Bypass,Eastern Bypass,Thika Road Bypass Eastern Bypass,-1.164995,36.957923
Thika Road Mall,Thika Rd,Thika Road Mall Thika Rd,-1.221192,36.889817
Thika Road Mall,Thika Road,Thika Road Mall Thika Road,-1.221192,36.889817
Thika Road Mall,Thika Superhighway,Thika Road Mall Thika Superhighway,-1.221192,36.889817
Thika Road Mall,Thika Super Highway,Thika Road Mall Thika Super Highway,-1.221192,36.889817
Thika Road Mall,Thika Highway,Thika Road Mall Thika Highway,-1.221192,36.889817
Thika Road Mall,Thikard,Thika Road Mall Thikard,-1.221192,36.889817
Thika Weighbridge,Thika Rd,Thika Weighbridge Thika Rd,-1.1296411,36.9884455
Thika Weighbridge,Thika Road,Thika Weighbridge Thika Road,-1.1296411,36.9884455
Thika Weighbridge,Thika Superhighway,Thika Weighbridge Thika Superhighway,-1.1296411,36.9884455
Thika Weighbridge,Thika Super Highway,Thika Weighbridge Thika Super Highway,-1.1296411,36.9884455
Thika Weighbridge,Thika Highway,Thika Weighbridge Thika Highway,-1.1296411,36.9884455
Thika Weighbridge,Thikard,Thika Weighbridge Thikard,-1.1296411,36.9884455
Thindigua,Kiambu Rd,Thindigua Kiambu Rd,-1.200181,36.835099
Thindigua,Kiambu Road,Thindigua Kiambu Road,-1.200181,36.835099
Timboroa, ,Timboroa  ,0.083266,35.5303
Times Tower,Haile Selasie,Times Tower Haile Selasie,-1.290868,36.82417
Times Tower,Haile Sellasie,Times Tower Haile Sellasie,-1.290868,36.82417
Tindinyo, ,Tindinyo  ,0.182912,34.94289
Top Plaza,Kindaruma Rd,Top Plaza Kindaruma Rd,-1.297741,36.793158
Top Plaza,Kindaruma Road,Top Plaza Kindaruma Road,-1.297741,36.793158
Total Mbagathi,Mbagathi Way,Total Mbagathi Mbagathi Way,-1.31367,36.812679
,, ,,
,, ,,
,, ,,
Total Magadi,Magadi Rd,Total Magadi Magadi Rd,-1.396041,36.740329
,, ,,
Toyota Kenya ,Uhuru Highway,Toyota Kenya  Uhuru Highway,-1.3035672,36.8259536
Traffic Police HQ,Thika Rd,Traffic Police HQ Thika Rd,-1.256034,36.855884
Traffic Police HQ,Thika Road,Traffic Police HQ Thika Road,-1.256034,36.855884
Traffic Police HQ,Thika Superhighway,Traffic Police HQ Thika Superhighway,-1.256034,36.855884
Traffic Police HQ,Thika Super Highway,Traffic Police HQ Thika Super Highway,-1.256034,36.855884
Traffic Police HQ,Thika Highway,Traffic Police HQ Thika Highway,-1.256034,36.855884
Traffic Police HQ,Thikard,Traffic Police HQ Thikard,-1.256034,36.855884
transami,,transami ,-1.325562,36.897277
TRM,Thika Rd,TRM Thika Rd,-1.221192,36.889817
TRM,Thika Road,TRM Thika Road,-1.221192,36.889817
TRM,Thika Superhighway,TRM Thika Superhighway,-1.221192,36.889817
TRM,Thika Super Highway,TRM Thika Super Highway,-1.221192,36.889817
TRM,Thika Highway,TRM Thika Highway,-1.221192,36.889817
TRM,Thikard,TRM Thikard,-1.221192,36.889817
Tudor Day School, ,Tudor Day School  ,-4.040171,39.665803
Tulips Restaurant,Mandera Rd,Tulips Restaurant Mandera Rd,-1.274534,36.788781
Tulips Restaurant,Mandera Road,Tulips Restaurant Mandera Road,-1.274534,36.788781
Tuskys Nakuru, ,Tuskys Nakuru  ,-0.283319,36.099795
Two Rivers,Limuru Rd,Two Rivers Limuru Rd,-1.213407,36.793071
Two Rivers,Limuru Road,Two Rivers Limuru Road,-1.213407,36.793071
Uchumi,Jogoo Rd,Uchumi Jogoo Rd,-1.29608,36.860613
Uchumi,Mombasa Rd,Uchumi Mombasa Rd,-1.317966,36.835834
Uchumi,Ngong Rd,Uchumi Ngong Rd,-1.2994189,36.7923009
Uchumi,Jogoo Road,Uchumi Jogoo Road,-1.29608,36.860613
Uchumi,Mombasa Road,Uchumi Mombasa Road,-1.317966,36.835834
Uchumi,Msa Rd,Uchumi Msa Rd,-1.317966,36.835834
Uchumi,Msa Road,Uchumi Msa Road,-1.317966,36.835834
Uchumi,Ngong Road,Uchumi Ngong Road,-1.2994189,36.7923009
Uhuru Gardens,Langata Rd,Uhuru Gardens Langata Rd,-1.326604,36.792537
Uhuru Gardens,Langata Road,Uhuru Gardens Langata Road,-1.326604,36.792537
Uhuru Gardens,Lang'ata Rd,Uhuru Gardens Lang'ata Rd,-1.326604,36.792537
Uhuru Gardens,Lang'ata Road,Uhuru Gardens Lang'ata Road,-1.326604,36.792537
Uhuru Park pedestrian crossing, ,Uhuru Park pedestrian crossing  ,-1.289213,36.818558
Ultimate Security,Ngong Rd,Ultimate Security Ngong Rd,-1.30352,36.748925
Ultimate Security,Ngong Road,Ultimate Security Ngong Road,-1.30352,36.748925
UN avenue junction,Limuru Rd,UN avenue junction Limuru Rd,-1.238363,36.810368
UN avenue junction,Limuru Road,UN avenue junction Limuru Road,-1.238363,36.810368
unga house,muthithi road,unga house muthithi road,-1.263016,36.804867
University of Nairobi,Uhuru Highway,University of Nairobi Uhuru Highway,-1.281919,36.815181
University roundabout,Uhuru Highway,University roundabout Uhuru Highway,-1.281919,36.815181
uon,Uhuru Highway,uon Uhuru Highway,-1.281919,36.815181
UoN Hostels,State House Rd,UoN Hostels State House Rd,-1.280396,36.812577
UON Roundabout,Uhuru Highway,UON Roundabout Uhuru Highway,-1.281919,36.815181
Uplands,Nairobi Nakuru Highway,Uplands Nairobi Nakuru Highway,-1.035849,36.626159
Uplands,Nakuru Nairobi Highway,Uplands Nakuru Nairobi Highway,-1.035849,36.626159
Uplands,Nairobi Nakuru Rd,Uplands Nairobi Nakuru Rd,-1.035849,36.626159
Uplands,Nairobi Nakuru Road,Uplands Nairobi Nakuru Road,-1.035849,36.626159
Uplands,Nakuru Nairobi Road,Uplands Nakuru Nairobi Road,-1.035849,36.626159
Uplands,Nakuru Highway,Uplands Nakuru Highway,-1.035849,36.626159
Utali footbridge,Thika Rd,Utali footbridge Thika Rd,-1.255993,36.855758
Utali footbridge,Thika Road,Utali footbridge Thika Road,-1.255993,36.855758
Utali footbridge,Thika Superhighway,Utali footbridge Thika Superhighway,-1.255993,36.855758
Utali footbridge,Thika Super Highway,Utali footbridge Thika Super Highway,-1.255993,36.855758
Utali footbridge,Thika Highway,Utali footbridge Thika Highway,-1.255993,36.855758
Utali footbridge,Thikard,Utali footbridge Thikard,-1.255993,36.855758
Utalii,Thika Rd,Utalii Thika Rd,-1.2573079,36.8542385
Utalii,Thika Road,Utalii Thika Road,-1.2573079,36.8542385
Utalii,Thika Superhighway,Utalii Thika Superhighway,-1.2573079,36.8542385
Utalii,Thika Super Highway,Utalii Thika Super Highway,-1.2573079,36.8542385
Utalii,Thika Highway,Utalii Thika Highway,-1.2573079,36.8542385
Utalii,Thikard,Utalii Thikard,-1.2573079,36.8542385
Uthiru  ,Waiyaki Way,Uthiru   Waiyaki Way,-1.260851,36.71645
Uthiru junction,Waiyaki Way,Uthiru junction Waiyaki Way,-1.260851,36.71645
Valley Arcade,,Valley Arcade ,-1.289948,36.769518
Villa Rosa,Waiyaki Way,Villa Rosa Waiyaki Way,-1.272078,36.808849
plaza 2000,,plaza 2000 ,-1.331329,36.862253
Vision plaza,Mombasa Rd,Vision plaza Mombasa Rd,-1.327593,36.852298
Vision plaza,Mombasa Rd,Vision plaza Mombasa Rd,-1.327593,36.852298
Vision plaza,Mombasa Road,Vision plaza Mombasa Road,-1.327593,36.852298
Vision plaza,Mombasa Road,Vision plaza Mombasa Road,-1.327593,36.852298
Vision plaza,Msa Rd,Vision plaza Msa Rd,-1.327593,36.852298
Vision plaza,Msa Rd,Vision plaza Msa Rd,-1.327593,36.852298
Vision plaza,Msa Road,Vision plaza Msa Road,-1.327593,36.852298
Vision plaza,Msa Road,Vision plaza Msa Road,-1.327593,36.852298
Vitafoam,Mombasa Rd,Vitafoam Mombasa Rd,-1.330409,36.857187
Vitafoam,Mombasa Road,Vitafoam Mombasa Road,-1.330409,36.857187
Vitafoam,Msa Rd,Vitafoam Msa Rd,-1.330409,36.857187
Vitafoam,Msa Road,Vitafoam Msa Road,-1.330409,36.857187
vok mombasa,,vok mombasa ,-4.030011,39.691745
Waruku,Waiyaki Way,Waruku Waiyaki Way,-1.263068,36.764355
Webuye bridge,,Webuye bridge ,0.604555,34.763735
Westgate, ,Westgate  ,-1.257361,36.802819
westgate roundabout,,westgate roundabout ,-1.256752,36.802021
Westlands Roundabout,Waiyaki Way,Westlands Roundabout Waiyaki Way,-1.2647841,36.8018174
Weston Hotel,Langata Rd,Weston Hotel Langata Rd,-1.315822,36.81408
Weston Hotel,Langata Road,Weston Hotel Langata Road,-1.315822,36.81408
Weston Hotel,Lang'ata Rd,Weston Hotel Lang'ata Rd,-1.315822,36.81408
Weston Hotel,Lang'ata Road,Weston Hotel Lang'ata Road,-1.315822,36.81408
westwood park,ngong rd,westwood park ngong rd,-1.325311,36.696934
Wilson Airport turnoff,Langata Rd,Wilson Airport turnoff Langata Rd,-1.315908,36.814165
Wilson Airport turnoff,Langata Road,Wilson Airport turnoff Langata Road,-1.315908,36.814165
Wilson Airport turnoff,Lang'ata Rd,Wilson Airport turnoff Lang'ata Rd,-1.315908,36.814165
Wilson Airport turnoff,Lang'ata Road,Wilson Airport turnoff Lang'ata Road,-1.315908,36.814165
Windy Ridge,Ngong Rd,Windy Ridge Ngong Rd,-1.324359,36.701592
Windy Ridge,Ngong Road,Windy Ridge Ngong Road,-1.324359,36.701592
Witeithie,Thika Rd,Witeithie Thika Rd,-1.065847,37.052249
Witeithie,Thika Road,Witeithie Thika Road,-1.065847,37.052249
Witeithie,Thika Superhighway,Witeithie Thika Superhighway,-1.065847,37.052249
Witeithie,Thika Super Highway,Witeithie Thika Super Highway,-1.065847,37.052249
Witeithie,Thika Highway,Witeithie Thika Highway,-1.065847,37.052249
Witeithie,Thikard,Witeithie Thikard,-1.065847,37.052249
woodlands lenana,,woodlands lenana ,-1.289755,36.79807
Yaya, ,Yaya  ,-1.292211,36.787249
YMCA,State House Rd,YMCA State House Rd,-1.280396,36.812577
Zambezi,Nairobi Nakuru Highway,Zambezi Nairobi Nakuru Highway,-1.21382,36.660985
Zambezi, ,Zambezi  ,-1.213866,36.661167
Zambezi,Nakuru Nairobi Highway,Zambezi Nakuru Nairobi Highway,-1.21382,36.660985
Zambezi,Nairobi Nakuru Rd,Zambezi Nairobi Nakuru Rd,-1.21382,36.660985
Zambezi,Nairobi Nakuru Road,Zambezi Nairobi Nakuru Road,-1.21382,36.660985
Zambezi,Nakuru Nairobi Road,Zambezi Nakuru Nairobi Road,-1.21382,36.660985
Zambezi,Nakuru Highway,Zambezi Nakuru Highway,-1.21382,36.660985
Zimmerman Estate, ,Zimmerman Estate  ,-1.213391,36.900208
karen eagles church,,karen eagles church ,-1.329537,36.68762
wakulima market,jogoo road,wakulima market jogoo road,-1.287814,36.831944
likoni jogoo,jogoo road,likoni jogoo jogoo road,-1.295301,36.855509
