Landmark,Road,Landmark_road,Lat,Lon
Kimbo,Thika Highway,Kimbo Thika Highway,-1.132967,36.974511
Kimbo,Thikard,Kimbo Thikard,-1.132967,36.974511
Kimende,Nairobi Nakuru Highway,Kimende Nairobi Nakuru Highway,-0.982339,36.629139
Kimende,Nakuru Nairobi Highway,Kimende Nakuru Nairobi Highway,-0.982339,36.629139
Kimende,Nairobi Nakuru Rd,Kimende Nairobi Nakuru Rd,-0.982339,36.629139
Kimende,Nairobi Nakuru Road,Kimende Nairobi Nakuru Road,-0.982339,36.629139
Kimende,Nakuru Nairobi Road,Kimende Nakuru Nairobi Road,-0.982339,36.629139
Kimende,Nakuru Highway,Kimende Nakuru Highway,-0.982339,36.629139
Kimorok,Marigat Kabarnet rd,Kimorok Marigat Kabarnet rd,0.471455,35.93549
Kimorok,Marigat Kabarnet Road,Kimorok Marigat Kabarnet Road,0.471455,35.93549
Kinoo,Waiyaki Way,Kinoo Waiyaki Way,-1.255506,36.694578
Kinyanjui Rd,Nyakinua Rd,Kinyanjui Rd Nyakinua Rd,-1.292535,36.746883
Kipande ojijo,Ojijo Rd,Kipande ojijo Ojijo Rd,-1.272078,36.814552
Kipande Uplands,Nairobi Nakuru Highway,Kipande Uplands Nairobi Nakuru Highway,-1.012202,36.625316
Kipande Uplands,Nakuru Nairobi Highway,Kipande Uplands Nakuru Nairobi Highway,-1.012202,36.625316
Kipande Uplands,Nairobi Nakuru Rd,Kipande Uplands Nairobi Nakuru Rd,-1.012202,36.625316
Kipande Uplands,Nairobi Nakuru Road,Kipande Uplands Nairobi Nakuru Road,-1.012202,36.625316
Kipande Uplands,Nakuru Nairobi Road,Kipande Uplands Nakuru Nairobi Road,-1.012202,36.625316
Kipande Uplands,Nakuru Highway,Kipande Uplands Nakuru Highway,-1.012202,36.625316
Kipipiri Thika Rd,Thika Rd,Kipipiri Thika Rd Thika Rd,-1.267084,36.832723
Kipipiri Thika Road,Thika Road,Kipipiri Thika Road Thika Road,-1.267084,36.832723
Kipipiri Thika Superhighway,Thika Superhighway,Kipipiri Thika Superhighway Thika Superhighway,-1.267084,36.832723
Kipipiri Thika Super Highway,Thika Super Highway,Kipipiri Thika Super Highway Thika Super Highway,-1.267084,36.832723
Kipipiri Thika Highway,Thika Highway,Kipipiri Thika Highway Thika Highway,-1.267084,36.832723
Kipipiri Thikard,Thikard,Kipipiri Thikard Thikard,-1.267084,36.832723
Kipkaren Center,Eldoret Webuye Road,Kipkaren Center Eldoret Webuye Road,0.606951,34.963948
Kipkaren River,Eldoret Webuye Highway,Kipkaren River Eldoret Webuye Highway,0.6070803,34.9647457
Kipkaren River,Webuye Eldoret Highway,Kipkaren River Webuye Eldoret Highway,0.6070803,34.9647457
Kipkaren River,Eldoret Webuye Road,Kipkaren River Eldoret Webuye Road,0.6070803,34.9647457
Kipkaren River,Eldoret Webuye Rd,Kipkaren River Eldoret Webuye Rd,0.6070803,34.9647457
Kipkaren River,Webuye Eldoret Road,Kipkaren River Webuye Eldoret Road,0.6070803,34.9647457
Kipkaren River,Webuye Eldoret Rd,Kipkaren River Webuye Eldoret Rd,0.6070803,34.9647457
Kisembe junction,Magadi Rd,Kisembe junction Magadi Rd,-1.369661,36.767443
Kisembe junction,Magadi Road,Kisembe junction Magadi Road,-1.369661,36.767443
Kithimani,Thika Garissa Highway,Kithimani Thika Garissa Highway,-1.179706,37.443025
Kivwe,Embu Meru Highway,Kivwe Embu Meru Highway,-0.475782,37.498292
Kivwe,Meru Embu Highway,Kivwe Meru Embu Highway,-0.475782,37.498292
Kivwe,Embu Meru Rd ,Kivwe Embu Meru Rd ,-0.475782,37.498292
Kivwe,Embu Meru Road,Kivwe Embu Meru Road,-0.475782,37.498292
Kivwe,Meru Embu Rd,Kivwe Meru Embu Rd,-0.475782,37.498292
Kivwe,Meru Embu Road,Kivwe Meru Embu Road,-0.475782,37.498292
Kobil airport,Airport North Rd,Kobil airport Airport North Rd,-1.328371,36.89275
Kobil langata,Langata Rd,Kobil langata Langata Rd,-1.305825,36.82199
Kobil north airport,North Airport Rd,Kobil north airport North Airport Rd,-1.328371,36.89275
Kodja roundabout, ,Kodja roundabout  ,-1.281455,36.822454
Koinage Kenyatta,Kenyatta Ave,Koinage Kenyatta Kenyatta Ave,-1.285426,36.819478
,, ,,
koja roundabout,,koja roundabout ,-1.281317,36.822352
Kola Market,Machakos Makueni Rd,Kola Market Machakos Makueni Rd,-1.706838,37.348195
Kola Market,Machakos Makueni Road,Kola Market Machakos Makueni Road,-1.706838,37.348195
KRA Training college,Links Rd,KRA Training college Links Rd,-4.027231,39.713315
KRA Training college,Links Road,KRA Training college Links Road,-4.027231,39.713315
ksms,,ksms ,-1.247805,36.864163
KU,Thika Rd,KU Thika Rd,-1.180448,36.939088
KU,Thika Road,KU Thika Road,-1.180448,36.939088
KU,Thika Superhighway,KU Thika Superhighway,-1.180448,36.939088
KU,Thika Super Highway,KU Thika Super Highway,-1.180448,36.939088
KU,Thika Highway,KU Thika Highway,-1.180448,36.939088
KU,Thikard,KU Thikard,-1.180448,36.939088
KU foot bridge,Thika Rd,KU foot bridge Thika Rd,-1.181774,36.937813
KU foot bridge,Thika Road,KU foot bridge Thika Road,-1.181774,36.937813
KU foot bridge,Thika Superhighway,KU foot bridge Thika Superhighway,-1.181774,36.937813
KU foot bridge,Thika Super Highway,KU foot bridge Thika Super Highway,-1.181774,36.937813
KU foot bridge,Thika Highway,KU foot bridge Thika Highway,-1.181774,36.937813
KU foot bridge,Thikard,KU foot bridge Thikard,-1.181774,36.937813
Kula Corner,Argwings Kodhek Rd,Kula Corner Argwings Kodhek Rd,-1.2950962,36.8002403
Kula Corner,Argwings Kodhek Road,Kula Corner Argwings Kodhek Road,-1.2950962,36.8002403
Kula Corner,Argwings Kodhek,Kula Corner Argwings Kodhek,-1.2950962,36.8002403
Kutus town, ,Kutus town  ,-0.566945,37.325621
Kwa Kairu, ,Kwa Kairu  ,-1.1426289,36.9666228
KWS,Langata Rd,KWS Langata Rd,-1.333985,36.779806
KWS,Langata Road,KWS Langata Road,-1.333985,36.779806
KWS,Lang'ata Rd,KWS Lang'ata Rd,-1.333985,36.779806
KWS,Lang'ata Road,KWS Lang'ata Road,-1.333985,36.779806
Kyumbi,Mombasa Rd,Kyumbi Mombasa Rd,-1.528679,37.126881
Kyumbi,Mombasa Road,Kyumbi Mombasa Road,-1.528679,37.126881
Kyumbi,Msa Rd,Kyumbi Msa Rd,-1.528679,37.126881
Kyumbi,Msa Road,Kyumbi Msa Road,-1.528679,37.126881
Laikipia University Nakuru,Nairobi Nakuru Highway,Laikipia University Nakuru Nairobi Nakuru Highway,-0.379025,36.2
Laikipia University Nakuru,Nakuru Nairobi Highway,Laikipia University Nakuru Nakuru Nairobi Highway,-0.379025,36.2
Laikipia University Nakuru,Nairobi Nakuru Rd,Laikipia University Nakuru Nairobi Nakuru Rd,-0.379025,36.2
Laikipia University Nakuru,Nairobi Nakuru Road,Laikipia University Nakuru Nairobi Nakuru Road,-0.379025,36.2
Laikipia University Nakuru,Nakuru Nairobi Road,Laikipia University Nakuru Nakuru Nairobi Road,-0.379025,36.2
Laikipia University Nakuru,Nakuru Highway,Laikipia University Nakuru Nakuru Highway,-0.379025,36.2
langata barracks,,langata barracks ,-1.329474,36.787804
Langata Bypass,Southern Bypass,Langata Bypass Southern Bypass,-1.322998,36.792514
langata cemetery,,langata cemetery ,-1.334546,36.778678
Langata Hospital,Langata Rd,Langata Hospital Langata Rd,-1.328867,36.788401
Langata Hospital,Langata Road,Langata Hospital Langata Road,-1.328867,36.788401
Langata Hospital,Lang'ata Rd,Langata Hospital Lang'ata Rd,-1.328867,36.788401
Langata Hospital,Lang'ata Road,Langata Hospital Lang'ata Road,-1.328867,36.788401
,, ,,
Latema Rd,Latema Rd,Latema Rd Latema Rd,-1.282453,36.825249
Latema Rd,Latema Road,Latema Rd Latema Road,-1.282453,36.825249
Lenana School,Ngong Rd,Lenana School Ngong Rd,-1.3083287,36.7325362
Lenana School,Ngong Road,Lenana School Ngong Road,-1.3083287,36.7325362
Libra House,Mombasa Rd,Libra House Mombasa Rd,-1.330758,36.866026
Libra House,Mombasa Road,Libra House Mombasa Road,-1.330758,36.866026
Libra House,Msa Rd,Libra House Msa Rd,-1.330758,36.866026
Libra House,Msa Road,Libra House Msa Road,-1.330758,36.866026
Likoni Enterprise,Enterprise Rd,Likoni Enterprise Enterprise Rd,-1.313081,36.855013
Limuru Escarpment,Escarpment,Limuru Escarpment Escarpment,-1.1089024,36.6309645
Links Rd,Links Rd,Links Rd Links Rd,-4.0371777,39.707551
Links Rd,Links Road,Links Rd Links Road,-4.0371777,39.707551
Lion's Place,Waiyaki Way,Lion's Place Waiyaki Way,-1.260826,36.795726
Loresho Primary School, ,Loresho Primary School  ,-1.251981,36.749279
Maanzoni,Mombasa Rd,Maanzoni Mombasa Rd,-1.508101,37.09494
Maanzoni,Mombasa Road,Maanzoni Mombasa Road,-1.508101,37.09494
Maanzoni,Msa Rd,Maanzoni Msa Rd,-1.508101,37.09494
Maanzoni,Msa Road,Maanzoni Msa Road,-1.508101,37.09494
maasai mall,magadi road,maasai mall magadi road,-1.394358,36.764318
Machakos bus station Nairobi, ,Machakos bus station Nairobi  ,-1.286369,36.834724
Machakos junction,Mombasa Rd,Machakos junction Mombasa Rd,-1.532828,37.131957
Machakos junction,Mombasa Road,Machakos junction Mombasa Road,-1.532828,37.131957
Machakos junction,Msa Rd,Machakos junction Msa Rd,-1.532828,37.131957
Machakos junction,Msa Road,Machakos junction Msa Road,-1.532828,37.131957
madaraka flyover,Langata Rd,madaraka flyover Langata Rd,-1.307615,36.819323
madaraka flyover,Langata Road,madaraka flyover Langata Road,-1.307615,36.819323
madaraka flyover,Lang'ata Rd,madaraka flyover Lang'ata Rd,-1.307615,36.819323
madaraka flyover,Lang'ata Road,madaraka flyover Lang'ata Road,-1.307615,36.819323
Madaraka roundabout,Langata Rd,Madaraka roundabout Langata Rd,-1.307218,36.819587
Madaraka roundabout,Langata Road,Madaraka roundabout Langata Road,-1.307218,36.819587
Madaraka roundabout,Lang'ata Rd,Madaraka roundabout Lang'ata Rd,-1.307218,36.819587
Madaraka roundabout,Lang'ata Road,Madaraka roundabout Lang'ata Road,-1.307218,36.819587
Madinna Mall,12th Street Eastleigh,Madinna Mall 12th Street Eastleigh,-1.277899,36.850061
Madinna Mall,12th Street Eastleigh,Madinna Mall 12th Street Eastleigh,-1.277899,36.850061
magina,,magina ,-0.949822,36.626887
Mahi Maiu,Escarpment,Mahi Maiu Escarpment,-0.9903057,36.5942262
Mahi Maiu junction,Nairobi Nakuru Highway,Mahi Maiu junction Nairobi Nakuru Highway,-1.1331218,36.6350064
Mahi Maiu junction,Nakuru Nairobi Highway,Mahi Maiu junction Nakuru Nairobi Highway,-1.1331218,36.6350064
Mahi Maiu junction,Nairobi Nakuru Rd,Mahi Maiu junction Nairobi Nakuru Rd,-1.1331218,36.6350064
Mahi Maiu junction,Nairobi Nakuru Road,Mahi Maiu junction Nairobi Nakuru Road,-1.1331218,36.6350064
Mahi Maiu junction,Nakuru Nairobi Road,Mahi Maiu junction Nakuru Nairobi Road,-1.1331218,36.6350064
Mahi Maiu junction,Nakuru Highway,Mahi Maiu junction Nakuru Highway,-1.1331218,36.6350064
Mai Mahiu,Escarpment,Mai Mahiu Escarpment,-0.9903057,36.5942262
Maji ya Chumvi,Mombasa Rd,Maji ya Chumvi Mombasa Rd,-3.789615,39.371052
Maji ya Chumvi,Mombasa Road,Maji ya Chumvi Mombasa Road,-3.789615,39.371052
Maji ya Chumvi,Msa Rd,Maji ya Chumvi Msa Rd,-3.789615,39.371052
Maji ya Chumvi,Msa Road,Maji ya Chumvi Msa Road,-3.789615,39.371052
Majimbo,Embu Nairobi Highway,Majimbo Embu Nairobi Highway,-0.54382,37.466106
Makaburini,Uhuru Highway,Makaburini Uhuru Highway,-1.299238,36.824084
makadara  ,Jogoo Rd,makadara   Jogoo Rd,-1.297869,36.8687944
makadara  ,Jogoo Road,makadara   Jogoo Road,-1.297869,36.8687944
Makadara Station,Jogoo Rd,Makadara Station Jogoo Rd,-1.297869,36.8687944
Makadara Station,Jogoo Road,Makadara Station Jogoo Road,-1.297869,36.8687944
Makupa Roundabout, ,Makupa Roundabout  ,-4.040597,39.657062
Makutano Meru police station, ,Makutano Meru police station  ,0.05756,37.643836
Makuyu, ,Makuyu  ,-0.83084,37.231181
Makuyu Kenol,Embu Nairobi Highway,Makuyu Kenol Embu Nairobi Highway,-0.827604,37.232687
Malili,Mombasa Rd,Malili Mombasa Rd,-1.757984,37.204384
Malili,Mombasa Road,Malili Mombasa Road,-1.757984,37.204384
Malili,Msa Rd,Malili Msa Rd,-1.757984,37.204384
Malili,Msa Road,Malili Msa Road,-1.757984,37.204384
Mama Lucy hospital,Kangundo Rd,Mama Lucy hospital Kangundo Rd,-1.272657,36.897567
Mama Lucy hospital,Kangundo Road,Mama Lucy hospital Kangundo Road,-1.272657,36.897567
Mangu High to Ndarugo, ,Mangu High to Ndarugo  ,-1.081929,37.041852
Mareba,Lunga Lunga Rd,Mareba Lunga Lunga Rd,-1.308925,36.86192
Mareba,Lunga Lunga Road,Mareba Lunga Lunga Road,-1.308925,36.86192
Mareba,Lungalunga Rd,Mareba Lungalunga Rd,-1.308925,36.86192
Mareba,Lungalunga Road,Mareba Lungalunga Road,-1.308925,36.86192
Mariakani,Mombasa Rd,Mariakani Mombasa Rd,-3.863422,39.473691
Mariakani,Mombasa Road,Mariakani Mombasa Road,-3.863422,39.473691
Mariakani,Msa Rd,Mariakani Msa Rd,-3.863422,39.473691
Mariakani,Msa Road,Mariakani Msa Road,-3.863422,39.473691
Marua Junction,Nyeri Karatina Rd,Marua Junction Nyeri Karatina Rd,-0.451928,37.046218
masai mall,magadi road,masai mall magadi road,-1.394358,36.764318
Mathare,Thika Rd,Mathare Thika Rd,-1.2582626,36.847651
Mathare,Thika Road,Mathare Thika Road,-1.2582626,36.847651
Mathare,Thika Superhighway,Mathare Thika Superhighway,-1.2582626,36.847651
Mathare,Thika Super Highway,Mathare Thika Super Highway,-1.2582626,36.847651
Mathare,Thika Highway,Mathare Thika Highway,-1.2582626,36.847651
Mathare,Thikard,Mathare Thikard,-1.2582626,36.847651
Mathare North Rd, ,Mathare North Rd  ,-1.249164,36.86358
mau summit,,mau summit ,-0.176339,35.618341
Mazeras,Mombasa Rd,Mazeras Mombasa Rd,-3.965024,39.549134
Mazeras,Mombasa Road,Mazeras Mombasa Road,-3.965024,39.549134
Mazeras,Msa Rd,Mazeras Msa Rd,-3.965024,39.549134
Mazeras,Msa Road,Mazeras Msa Road,-3.965024,39.549134
Mbaruk Rd,Nairobi Nakuru Highway,Mbaruk Rd Nairobi Nakuru Highway,-0.391348,36.243861
Mbaruk Rd,Nakuru Nairobi Highway,Mbaruk Rd Nakuru Nairobi Highway,-0.391348,36.243861
Mbaruk Rd,Nairobi Nakuru Rd,Mbaruk Rd Nairobi Nakuru Rd,-0.391348,36.243861
Mbaruk Rd,Nairobi Nakuru Road,Mbaruk Rd Nairobi Nakuru Road,-0.391348,36.243861
Mbaruk Rd,Nakuru Nairobi Road,Mbaruk Rd Nakuru Nairobi Road,-0.391348,36.243861
Mbaruk Rd,Nakuru Highway,Mbaruk Rd Nakuru Highway,-0.391348,36.243861
Melchizedek Hospital,Naivasha Rd,Melchizedek Hospital Naivasha Rd,-1.293505,36.753546
Melchizedek Hospital,Naivasha Road,Melchizedek Hospital Naivasha Road,-1.293505,36.753546
Merica Hotel Nakuru, ,Merica Hotel Nakuru  ,-0.285007,36.069332
Ministry of Defense,Lenana Rd,Ministry of Defense Lenana Rd,-1.290674,36.802975
Ministry of Defense,Lenana Road,Ministry of Defense Lenana Road,-1.290674,36.802975
Mitheru,,Mitheru ,-0.298212,37.670268
Mlolongo,Mombasa Rd,Mlolongo Mombasa Rd,-1.397121,36.941614
Mlolongo,Mombasa Road,Mlolongo Mombasa Road,-1.397121,36.941614
Mlolongo,Msa Rd,Mlolongo Msa Rd,-1.397121,36.941614
Mlolongo,Msa Road,Mlolongo Msa Road,-1.397121,36.941614
Mlolongo Footbridge,Mombasa Rd,Mlolongo Footbridge Mombasa Rd,-1.403231,36.945061
Mlolongo Footbridge,Mombasa Road,Mlolongo Footbridge Mombasa Road,-1.403231,36.945061
Mlolongo Footbridge,Msa Rd,Mlolongo Footbridge Msa Rd,-1.403231,36.945061
Mlolongo Footbridge,Msa Road,Mlolongo Footbridge Msa Road,-1.403231,36.945061
MMU,Magadi Rd,MMU Magadi Rd,-1.37984,36.770279
MMU,Magadi Road,MMU Magadi Road,-1.37984,36.770279
Moi Airbase,Juja Rd,Moi Airbase Juja Rd,-1.2632275,36.8632592
Moi Airbase,Juja Road,Moi Airbase Juja Road,-1.2632275,36.8632592
Mombasa Moi Ave,Moi Ave,Mombasa Moi Ave Moi Ave,-4.0610647,39.6623397
Mombasa Moi Avenue,Moi Avenue,Mombasa Moi Avenue Moi Avenue,-4.0610647,39.6623397
mosque mbagathi,,mosque mbagathi ,-1.302978,36.802488
,, ,,
,, ,,
,, ,,
Mountain Mall,Thika Rd,Mountain Mall Thika Rd,-1.233275,36.87484
Mountain Mall,Thika Road,Mountain Mall Thika Road,-1.233275,36.87484
Mountain Mall,Thika Superhighway,Mountain Mall Thika Superhighway,-1.233275,36.87484
Mountain Mall,Thika Super Highway,Mountain Mall Thika Super Highway,-1.233275,36.87484
Mountain Mall,Thika Highway,Mountain Mall Thika Highway,-1.233275,36.87484
Mountain Mall,Thikard,Mountain Mall Thikard,-1.233275,36.87484
Mountain View,Waiyaki Way,Mountain View Waiyaki Way,-1.26417,36.731622
Mountain View market,Waiyaki Way,Mountain View market Waiyaki Way,-1.26417,36.731622
Movers,Limuru Rd,Movers Limuru Rd,-1.210759,36.789978
Movers,Limuru Road,Movers Limuru Road,-1.210759,36.789978
MPPS,Mombasa Rd,MPPS Mombasa Rd,-1.327593,36.852298
MPPS,Mombasa Road,MPPS Mombasa Road,-1.327593,36.852298
MPPS,Msa Rd,MPPS Msa Rd,-1.327593,36.852298
MPPS,Msa Road,MPPS Msa Road,-1.327593,36.852298
Mtito, ,Mtito  ,-2.692279,38.165324
Muindi Mbingu junction,Moktar Daddah St,Muindi Mbingu junction Moktar Daddah St,-1.282078,36.819145
Muindi Mbingu junction,Moktar Daddah Street,Muindi Mbingu junction Moktar Daddah Street,-1.282078,36.819145
Mukoma junction,Magadi Rd,Mukoma junction Magadi Rd,-1.371975,36.768547
Mukoma junction,Magadi Road,Mukoma junction Magadi Road,-1.371975,36.768547
multi media ,Magadi Rd,multi media  Magadi Rd,-1.37984,36.770279
multi media ,Magadi Road,multi media  Magadi Road,-1.37984,36.770279
Multimedia,Magadi Rd,Multimedia Magadi Rd,-1.37984,36.770279
Multimedia ,Magadi Road,Multimedia  Magadi Road,-1.37984,36.770279
Muranga Teachers College,Nyeri Nairobi Highway,Muranga Teachers College Nyeri Nairobi Highway,-0.901072,37.21267
Museum,Waiyaki Way,Museum Waiyaki Way,-1.274572,36.812171
Museum Hill,Kipande Rd,Museum Hill Kipande Rd,-1.273477,36.813378
Museum Hill,Kipande Road,Museum Hill Kipande Road,-1.273477,36.813378
Museum overpass, ,Museum overpass  ,-1.273477,36.813378
Museum underpass,Waiyaki Way,Museum underpass Waiyaki Way,-1.274572,36.812171
Mustard Seeds Junction,Nakuru Eldoret Highway,Mustard Seeds Junction Nakuru Eldoret Highway,-0.27689,36.023006
Mustard Seeds Junction,Nakuru Eldoret Road,Mustard Seeds Junction Nakuru Eldoret Road,-0.27689,36.023006
Mustard Seeds Junction,Nakuru Eldoret Rd,Mustard Seeds Junction Nakuru Eldoret Rd,-0.27689,36.023006
Mustard Seeds Junction,Eldoret Nakuru Highway,Mustard Seeds Junction Eldoret Nakuru Highway,-0.27689,36.023006
Mustard Seeds Junction,Eldoret Nakuru Road,Mustard Seeds Junction Eldoret Nakuru Road,-0.27689,36.023006
Mustard Seeds Junction,Eldoret Nakuru Rd,Mustard Seeds Junction Eldoret Nakuru Rd,-0.27689,36.023006
Mutarakwa,Mai Maiu Road,Mutarakwa Mai Maiu Road,-0.775569,35.25505
Mutarakwa,Mai Maiu Rd,Mutarakwa Mai Maiu Rd,-0.775569,35.25505
Mutarakwa,Mahi Maiu Road,Mutarakwa Mahi Maiu Road,-0.775569,35.25505
Mutarakwa,Mahi Maiu Rd,Mutarakwa Mahi Maiu Rd,-0.775569,35.25505
Mutarakwa,Mai Mahiu Rd,Mutarakwa Mai Mahiu Rd,-0.775569,35.25505
Mutarakwa,Mai Mahiu Road,Mutarakwa Mai Mahiu Road,-0.775569,35.25505
Muthaiga,Thika Rd,Muthaiga Thika Rd,-1.260091,36.843351
Muthaiga,Thika Road,Muthaiga Thika Road,-1.260091,36.843351
Muthaiga,Thika Superhighway,Muthaiga Thika Superhighway,-1.260091,36.843351
Muthaiga,Thika Super Highway,Muthaiga Thika Super Highway,-1.260091,36.843351
Muthaiga,Thika Highway,Muthaiga Thika Highway,-1.260091,36.843351
Muthaiga,Thikard,Muthaiga Thikard,-1.260091,36.843351
Muthaiga Country Club,Kiambu Rd,Muthaiga Country Club Kiambu Rd,-1.259467,36.84232
Muthaiga Country Club,Kiambu Road,Muthaiga Country Club Kiambu Road,-1.259467,36.84232
Muthaiga Minimarket,Limuru Rd,Muthaiga Minimarket Limuru Rd,-1.250337,36.82058
Muthaiga Minimarket,Limuru Road,Muthaiga Minimarket Limuru Road,-1.250337,36.82058
Muthaiga overpass, ,Muthaiga overpass  ,-1.2620972,36.8403876
Muthaiga roundabout,Limuru Rd,Muthaiga roundabout Limuru Rd,-1.2500463,36.8214175
Muthaiga roundabout,Limuru Road,Muthaiga roundabout Limuru Road,-1.2500463,36.8214175
Muthangari police station,Waiyaki Way,Muthangari police station Waiyaki Way,-1.265793,36.773348
Muthurwa,Landhies Rd,Muthurwa Landhies Rd,-1.285913,36.833338
Muthurwa,Landhies Road,Muthurwa Landhies Road,-1.285913,36.833338
Muthurwa,Landhies inbound,Muthurwa Landhies inbound,-1.285913,36.833338
Muthurwa,Landhis rd,Muthurwa Landhis rd,-1.285913,36.833338
Muthurwa,landhis road,Muthurwa landhis road,-1.285913,36.833338
MYSA,Juja Rd,MYSA Juja Rd,-1.265857,36.853502
MYSA,Juja Road,MYSA Juja Road,-1.265857,36.853502
NACICO,Landhies Rd,NACICO Landhies Rd,-1.288912,36.839927
NACICO,Landhies Road,NACICO Landhies Road,-1.288912,36.839927
NACICO,Landhies inbound,NACICO Landhies inbound,-1.288912,36.839927
NACICO,Landhis rd,NACICO Landhis rd,-1.288912,36.839927
NACICO,landhis road,NACICO landhis road,-1.288912,36.839927
Nairobi school,Waiyaki Way,Nairobi school Waiyaki Way,-1.262821,36.764784
Nairobi Securities Exchange office,Westlands Rd,Nairobi Securities Exchange office Westlands Rd,-1.271106,36.810342
Nairobi Securities Exchange office,Westlands Road,Nairobi Securities Exchange office Westlands Road,-1.271106,36.810342
Naivas Nakuru,Nairobi Nakuru Highway,Naivas Nakuru Nairobi Nakuru Highway,-0.283409,36.089342
Naivas Nakuru,Nakuru Nairobi Highway,Naivas Nakuru Nakuru Nairobi Highway,-0.283409,36.089342
Naivas Nakuru,Nairobi Nakuru Rd,Naivas Nakuru Nairobi Nakuru Rd,-0.283409,36.089342
Naivas Nakuru,Nairobi Nakuru Road,Naivas Nakuru Nairobi Nakuru Road,-0.283409,36.089342
Naivas Nakuru,Nakuru Nairobi Road,Naivas Nakuru Nakuru Nairobi Road,-0.283409,36.089342
Naivas Nakuru,Nakuru Highway,Naivas Nakuru Nakuru Highway,-0.283409,36.089342
Naivas outer ring ,,Naivas outer ring  ,-1.247111,36.872767
Naivas outerring,,Naivas outerring ,-1.247111,36.872767
Nakumatt Junction,,Nakumatt Junction ,-1.298896,36.762178
Nakuru flyover, ,Nakuru flyover  ,-0.282252,36.075206
nakuru statehouse,,nakuru statehouse ,-0.284643,36.082302
National Youth Service,Thika Rd,National Youth Service Thika Rd,-1.256496,36.855188
National Youth Service,Thika Road,National Youth Service Thika Road,-1.256496,36.855188
National Youth Service,Thika Superhighway,National Youth Service Thika Superhighway,-1.256496,36.855188
National Youth Service,Thika Super Highway,National Youth Service Thika Super Highway,-1.256496,36.855188
National Youth Service,Thika Highway,National Youth Service Thika Highway,-1.256496,36.855188
National Youth Service,Thikard,National Youth Service Thikard,-1.256496,36.855188
Natives,Thika Rd,Natives Thika Rd,-1.23539,36.872479
Natives,Thika Road,Natives Thika Road,-1.23539,36.872479
Natives,Thika Superhighway,Natives Thika Superhighway,-1.23539,36.872479
Natives,Thika Super Highway,Natives Thika Super Highway,-1.23539,36.872479
Natives,Thika Highway,Natives Thika Highway,-1.23539,36.872479
Natives,Thikard,Natives Thikard,-1.23539,36.872479
Ndarugo,Thika Rd,Ndarugo Thika Rd,-1.0899,37.034746
Ndarugo,Thika Road,Ndarugo Thika Road,-1.0899,37.034746
Ndarugo,Thika Superhighway,Ndarugo Thika Superhighway,-1.0899,37.034746
Ndarugo,Thika Super Highway,Ndarugo Thika Super Highway,-1.0899,37.034746
Ndarugo,Thika Highway,Ndarugo Thika Highway,-1.0899,37.034746
Ndarugo,Thikard,Ndarugo Thikard,-1.0899,37.034746
Ndenderu, ,Ndenderu  ,-1.192443,36.745891
Ndengelwa,Webuye Malaba Road,Ndengelwa Webuye Malaba Road,0.591759,34.592856
Ndengelwa,Webuye Malaba Rd,Ndengelwa Webuye Malaba Rd,0.591759,34.592856
new bridge Langata,Langata Rd,new bridge Langata Langata Rd,-1.325712,36.794464
,, ,,
,, ,,
,, ,,
Ngara footbridge,Muranga Rd,Ngara footbridge Muranga Rd,-1.27456,36.824133
Ngara footbridge,Murang'a Rd,Ngara footbridge Murang'a Rd,-1.27456,36.824133
Ngara footbridge,Muranga Road,Ngara footbridge Muranga Road,-1.27456,36.824133
Ngara footbridge,Murang'a Road,Ngara footbridge Murang'a Road,-1.27456,36.824133
Ngara overpass ,Muranga Rd,Ngara overpass  Muranga Rd,-1.267159,36.834723
Ngara overpass ,Murang'a Rd,Ngara overpass  Murang'a Rd,-1.267159,36.834723
Ngara overpass ,Muranga Road,Ngara overpass  Muranga Road,-1.267159,36.834723
Ngara overpass ,Murang'a Road,Ngara overpass  Murang'a Road,-1.267159,36.834723
Ngara service lane,,Ngara service lane ,-1.268213,36.8353
Ngara stage,Muranga Rd,Ngara stage Muranga Rd,-1.27456,36.824133
Ngara stage,Murang'a Rd,Ngara stage Murang'a Rd,-1.27456,36.824133
Ngara stage,Muranga Road,Ngara stage Muranga Road,-1.27456,36.824133
Ngara stage,Murang'a Road,Ngara stage Murang'a Road,-1.27456,36.824133
Ngere Kagoro,Ahero Awasi Highway,Ngere Kagoro Ahero Awasi Highway,-0.149935,35.004269
Ngere Kagoro,Ahero Awasi Road,Ngere Kagoro Ahero Awasi Road,-0.149935,35.004269
Ngere Kagoro,Ahero Awasi Rd,Ngere Kagoro Ahero Awasi Rd,-0.149935,35.004269
Ngong Hills Hotel,Ngong Rd,Ngong Hills Hotel Ngong Rd,-1.299426,36.791944
Ngong Hills Hotel,Ngong Road,Ngong Hills Hotel Ngong Road,-1.299426,36.791944
Ngong Rd junction,Makindi Rd,Ngong Rd junction Makindi Rd,-1.300368,36.768875
Ngong Rd junction,Makindi Road,Ngong Rd junction Makindi Road,-1.300368,36.768875
Ngumo bridge,Mbagathi Way,Ngumo bridge Mbagathi Way,-1.30689,36.803552
Ngumo Bridge,Mbagathi Way,Ngumo Bridge Mbagathi Way,-1.306729,36.803663
Ngumo bridge,Mbagathi,Ngumo bridge Mbagathi,-1.30689,36.803552
